YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_CARRIER,ORIGIN,DEST,DEP_DEL15
2023,MAY,19,Friday,SkyWest Airlines,HOU,DFW,0
2022,AUG,18,Thursday,Delta Air Lines,ATL,BHM,0
2023,JUL,8,Saturday,American Airlines,FLL,CLT,1
2023,JUL,15,Saturday,Southwest Airlines,CVG,MDW,1
2023,JUN,19,Monday,Delta Air Lines,DFW,MSP,0
2023,AUG,12,Saturday,SkyWest Airlines,COS,DEN,0
2022,DEC,21,Wednesday,Envoy Air,MHK,ORD,0
2023,JUN,19,Monday,JetBlue Airways,ATL,FLL,0
2023,JUL,20,Thursday,Delta Air Lines,IAH,LGA,0
2023,FEB,15,Wednesday,SkyWest Airlines,GEG,SEA,0
2022,OCT,7,Friday,Southwest Airlines,DAL,IAH,0
2022,DEC,18,Sunday,Delta Air Lines,CVG,SLC,0
2022,SEP,16,Friday,Horizon Air,SAN,PAE,0
2023,APR,19,Wednesday,Southwest Airlines,LAS,LAX,0
2023,MAR,23,Thursday,Delta Air Lines,SLC,BNA,0
2023,FEB,17,Friday,Alaska Airlines,SEA,SJC,0
2022,SEP,23,Friday,Southwest Airlines,TPA,DEN,0
2022,OCT,5,Wednesday,SkyWest Airlines,MSP,INL,0
2022,AUG,7,Sunday,SkyWest Airlines,MKG,ORD,1
2023,MAR,12,Sunday,American Airlines,DFW,SMF,1
2023,MAR,5,Sunday,PSA Airlines,CLT,BNA,0
2023,JUL,19,Wednesday,Southwest Airlines,HOU,JAN,0
2023,MAY,1,Monday,Frontier Airlines,BQN,MCO,0
2022,DEC,23,Friday,American Airlines,ORD,PHX,1
2023,JAN,20,Friday,Allegiant Air,PIE,GRR,0
2023,JUN,30,Friday,Republic Airline,LGA,HHH,0
2023,MAR,5,Sunday,Alaska Airlines,PHX,SEA,1
2022,AUG,8,Monday,Republic Airline,ATL,LEX,0
2022,NOV,12,Saturday,SkyWest Airlines,GEG,SEA,0
2023,FEB,24,Friday,Southwest Airlines,LAS,SNA,0
2023,MAY,27,Saturday,Delta Air Lines,AUS,JFK,0
2023,FEB,5,Sunday,SkyWest Airlines,GRK,DFW,0
2022,OCT,29,Saturday,Delta Air Lines,LGA,MSP,0
2022,NOV,22,Tuesday,Endeavor Air,LGA,ALB,0
2023,AUG,24,Thursday,Delta Air Lines,JAC,ATL,0
2023,APR,19,Wednesday,Allegiant Air,PGD,BNA,0
2022,SEP,11,Sunday,American Airlines,CLT,LGA,0
2023,FEB,27,Monday,American Airlines,IND,CLT,0
2022,SEP,26,Monday,Southwest Airlines,DAL,LGB,0
2023,JUL,29,Saturday,SkyWest Airlines,ORD,LGA,1
2023,FEB,10,Friday,Endeavor Air,LGA,GSP,0
2023,JAN,9,Monday,SkyWest Airlines,BOI,SMF,0
2023,APR,21,Friday,United Air Lines,EWR,FLL,0
2022,AUG,7,Sunday,Spirit Air Lines,LAS,LAX,0
2023,MAR,23,Thursday,Delta Air Lines,BOI,SLC,0
2023,AUG,29,Tuesday,Delta Air Lines,ATL,GPT,0
2023,FEB,21,Tuesday,Southwest Airlines,ELP,DEN,1
2023,MAY,31,Wednesday,Delta Air Lines,DFW,MSP,1
2022,DEC,29,Thursday,SkyWest Airlines,ORD,SDF,0
2023,FEB,19,Sunday,Spirit Air Lines,PIT,MCO,0
2023,FEB,3,Friday,Southwest Airlines,LAX,SMF,0
2022,OCT,31,Monday,Endeavor Air,JFK,PWM,0
2023,JAN,8,Sunday,United Air Lines,IAD,TPA,0
2023,JUN,2,Friday,Republic Airline,EWR,HHH,0
2022,DEC,3,Saturday,Southwest Airlines,PHX,SFO,1
2023,FEB,6,Monday,Allegiant Air,SDF,SRQ,0
2023,FEB,21,Tuesday,American Airlines,DCA,CLT,0
2023,JUL,11,Tuesday,Delta Air Lines,ORD,MSP,1
2022,AUG,29,Monday,American Airlines,DFW,CLT,0
2023,MAR,17,Friday,PSA Airlines,CLT,SDF,0
2023,APR,3,Monday,Spirit Air Lines,LAX,ORD,1
2023,JUN,22,Thursday,Southwest Airlines,ATL,JAN,0
2022,NOV,19,Saturday,SkyWest Airlines,BOI,SEA,0
2022,DEC,12,Monday,American Airlines,CLT,JAX,0
2022,SEP,30,Friday,Republic Airline,LGA,CVG,0
2023,JAN,21,Saturday,American Airlines,EGE,DFW,0
2023,JUN,25,Sunday,Spirit Air Lines,MIA,CLT,1
2023,AUG,13,Sunday,PSA Airlines,CLT,ORF,0
2023,FEB,13,Monday,Alaska Airlines,PDX,LAS,0
2023,FEB,16,Thursday,United Air Lines,IAH,SAT,0
2023,FEB,27,Monday,SkyWest Airlines,HPN,ATL,1
2023,MAR,4,Saturday,American Airlines,MIA,ORD,0
2023,JUN,22,Thursday,American Airlines,BWI,CLT,1
2023,JAN,31,Tuesday,SkyWest Airlines,CMH,ORD,0
2023,APR,6,Thursday,United Air Lines,LAX,BOS,1
2023,AUG,31,Thursday,United Air Lines,SAN,SFO,0
2023,APR,26,Wednesday,American Airlines,LGA,DFW,1
2023,MAR,21,Tuesday,American Airlines,CLT,GSO,0
2022,NOV,23,Wednesday,Southwest Airlines,TUL,DAL,0
2022,OCT,19,Wednesday,Alaska Airlines,SFO,DCA,0
2023,MAR,16,Thursday,SkyWest Airlines,LFT,ATL,0
2023,AUG,30,Wednesday,American Airlines,ORD,MCO,1
2023,APR,7,Friday,Envoy Air,AUS,MIA,1
2022,AUG,10,Wednesday,SkyWest Airlines,DEN,IDA,0
2023,MAR,26,Sunday,Allegiant Air,BLI,LAX,0
2022,SEP,11,Sunday,Envoy Air,ORD,DTW,1
2023,AUG,3,Thursday,Alaska Airlines,JNU,SEA,0
2023,APR,17,Monday,Southwest Airlines,HNL,LAS,0
2022,NOV,8,Tuesday,American Airlines,DFW,AUS,0
2023,MAY,15,Monday,Delta Air Lines,BZN,MSP,0
2023,APR,29,Saturday,Delta Air Lines,LAX,JFK,0
2023,AUG,6,Sunday,Frontier Airlines,DEN,CLT,0
2023,JUN,24,Saturday,SkyWest Airlines,SLC,BZN,1
2023,AUG,19,Saturday,American Airlines,SJC,DFW,0
2023,JUL,31,Monday,Delta Air Lines,IND,LAX,0
2023,JUN,24,Saturday,Delta Air Lines,LAS,DTW,0
2022,OCT,13,Thursday,Delta Air Lines,MSP,DCA,1
2023,AUG,10,Thursday,Frontier Airlines,PBI,PHL,1
2022,AUG,14,Sunday,SkyWest Airlines,RNO,SFO,0
2023,APR,30,Sunday,SkyWest Airlines,ORD,AVL,0
2023,AUG,6,Sunday,Delta Air Lines,MCO,MSP,0
2023,MAR,5,Sunday,Southwest Airlines,LGB,LAS,1
2023,JUN,18,Sunday,SkyWest Airlines,MKE,ORD,0
2023,JAN,24,Tuesday,Alaska Airlines,SEA,KOA,0
2022,AUG,6,Saturday,PSA Airlines,CAK,CLT,1
2022,OCT,9,Sunday,American Airlines,LGA,ORD,0
2022,AUG,10,Wednesday,Alaska Airlines,JNU,SEA,0
2023,APR,25,Tuesday,United Air Lines,ORD,EWR,0
2023,JAN,20,Friday,American Airlines,DCA,MIA,0
2022,NOV,21,Monday,Southwest Airlines,BWI,FLL,0
2023,JUL,7,Friday,American Airlines,PHL,LAS,0
2022,NOV,16,Wednesday,United Air Lines,MIA,EWR,0
2023,MAY,5,Friday,American Airlines,LAS,CLT,0
2022,OCT,18,Tuesday,PSA Airlines,DCA,BHM,0
2022,SEP,19,Monday,United Air Lines,LAX,OGG,0
2023,MAR,15,Wednesday,SkyWest Airlines,ESC,DTW,0
2022,SEP,18,Sunday,Delta Air Lines,BOS,PBI,0
2023,MAY,15,Monday,Southwest Airlines,MDW,ATL,0
2023,FEB,27,Monday,JetBlue Airways,CLE,BOS,0
2022,NOV,6,Sunday,Southwest Airlines,BNA,MDW,1
2023,MAR,1,Wednesday,Southwest Airlines,BUF,TPA,0
2022,OCT,22,Saturday,Republic Airline,JFK,CLE,0
2023,MAR,27,Monday,Frontier Airlines,DEN,MCO,1
2022,OCT,26,Wednesday,PSA Airlines,DAY,DCA,0
2022,NOV,3,Thursday,Alaska Airlines,SEA,SAN,0
2023,JAN,26,Thursday,American Airlines,DFW,SFO,0
2023,MAY,13,Saturday,Republic Airline,PIT,ORD,0
2023,JUL,30,Sunday,Delta Air Lines,BIL,SLC,0
2023,MAY,19,Friday,American Airlines,CLT,CMH,0
2022,NOV,15,Tuesday,Southwest Airlines,DCA,CMH,1
2023,FEB,26,Sunday,SkyWest Airlines,BZN,SFO,0
2023,MAR,26,Sunday,Southwest Airlines,DEN,BUR,1
2023,MAR,16,Thursday,Southwest Airlines,SJU,FLL,0
2023,APR,9,Sunday,American Airlines,OKC,DFW,0
2023,MAR,18,Saturday,SkyWest Airlines,DEN,EGE,0
2023,JUL,3,Monday,Southwest Airlines,LAS,LAX,1
2022,OCT,24,Monday,United Air Lines,DEN,AUS,0
2022,OCT,24,Monday,American Airlines,JFK,LAX,0
2022,NOV,9,Wednesday,Southwest Airlines,SEA,DEN,0
2023,JUN,10,Saturday,Republic Airline,CVG,IAD,0
2022,SEP,5,Monday,SkyWest Airlines,MSP,STL,0
2023,JUN,28,Wednesday,Frontier Airlines,DFW,RDU,0
2022,DEC,11,Sunday,Alaska Airlines,SEA,ORD,0
2023,APR,4,Tuesday,Endeavor Air,CVG,DTW,0
2023,AUG,4,Friday,Frontier Airlines,SNA,DFW,1
2023,JUN,5,Monday,Hawaiian Airlines,HNL,OAK,0
2023,APR,13,Thursday,Frontier Airlines,DEN,PDX,0
2022,AUG,8,Monday,SkyWest Airlines,SUN,SLC,0
2022,DEC,27,Tuesday,American Airlines,CVG,CLT,1
2023,APR,9,Sunday,United Air Lines,DEN,DFW,0
2022,NOV,22,Tuesday,United Air Lines,SAN,IAH,0
2023,JUL,9,Sunday,American Airlines,CLT,BWI,0
2023,JUL,5,Wednesday,United Air Lines,DEN,PHL,0
2022,NOV,25,Friday,Republic Airline,ORD,BNA,0
2023,FEB,21,Tuesday,Southwest Airlines,LAS,HOU,0
2022,AUG,11,Thursday,United Air Lines,DEN,LAS,1
2022,NOV,19,Saturday,Republic Airline,LGA,SDF,0
2022,AUG,26,Friday,United Air Lines,ORD,MSY,0
2022,OCT,7,Friday,SkyWest Airlines,LBB,DEN,0
2023,JAN,7,Saturday,Southwest Airlines,DEN,MCO,0
2023,APR,7,Friday,PSA Airlines,DCA,HPN,0
2022,SEP,22,Thursday,Southwest Airlines,LIH,HNL,0
2022,NOV,23,Wednesday,Endeavor Air,ATL,ABY,0
2022,DEC,18,Sunday,Delta Air Lines,MYR,ATL,0
2022,NOV,3,Thursday,Envoy Air,BHM,DFW,0
2023,APR,3,Monday,Endeavor Air,RDU,EWR,0
2023,APR,14,Friday,Southwest Airlines,HOU,PHX,0
2023,JAN,28,Saturday,Republic Airline,RDU,EWR,0
2023,APR,18,Tuesday,Southwest Airlines,DEN,BNA,1
2023,MAY,24,Wednesday,Southwest Airlines,LAX,PHX,1
2023,FEB,26,Sunday,Envoy Air,DFW,DAY,0
2022,OCT,14,Friday,Envoy Air,ACT,DFW,0
2022,SEP,26,Monday,Southwest Airlines,LAS,BUR,0
2023,AUG,7,Monday,Envoy Air,DFW,SDF,0
2022,SEP,16,Friday,Delta Air Lines,TPA,ATL,0
2022,DEC,27,Tuesday,SkyWest Airlines,SEA,RDM,0
2022,NOV,19,Saturday,SkyWest Airlines,LAX,ASE,1
2023,JUN,4,Sunday,Republic Airline,BHM,PHL,1
2023,MAY,24,Wednesday,Southwest Airlines,SMF,BUR,1
2022,SEP,5,Monday,American Airlines,DFW,DTW,1
2022,OCT,21,Friday,United Air Lines,IAH,DEN,0
2023,AUG,12,Saturday,United Air Lines,BWI,IAH,0
2022,NOV,10,Thursday,Delta Air Lines,FLL,ATL,1
2023,MAR,16,Thursday,SkyWest Airlines,DTW,ELM,0
2022,AUG,12,Friday,SkyWest Airlines,SHD,LWB,0
2023,AUG,26,Saturday,Southwest Airlines,AUS,CHS,0
2022,OCT,13,Thursday,United Air Lines,SLC,ORD,0
2023,MAY,19,Friday,Delta Air Lines,BIL,MSP,0
2023,MAY,24,Wednesday,Alaska Airlines,EWR,SFO,0
2022,AUG,19,Friday,Frontier Airlines,MCO,BQN,1
2023,APR,16,Sunday,SkyWest Airlines,DFW,SGU,0
2023,APR,28,Friday,American Airlines,BOS,PHL,0
2023,FEB,23,Thursday,Delta Air Lines,PHL,ATL,0
2022,NOV,29,Tuesday,Hawaiian Airlines,HNL,ITO,0
2023,AUG,28,Monday,Endeavor Air,ATL,TYS,1
2022,DEC,20,Tuesday,Envoy Air,PHX,GJT,0
2023,JUN,18,Sunday,Southwest Airlines,SJC,DEN,0
2023,JAN,27,Friday,Spirit Air Lines,LAS,AUS,0
2022,OCT,8,Saturday,American Airlines,PIT,ORD,0
2022,AUG,22,Monday,Delta Air Lines,ATL,SLC,0
2023,APR,7,Friday,Southwest Airlines,ATL,RIC,0
2022,AUG,30,Tuesday,American Airlines,DFW,OMA,1
2022,OCT,30,Sunday,SkyWest Airlines,LGA,ORD,0
2022,SEP,11,Sunday,United Air Lines,ORD,MSN,0
2023,MAR,20,Monday,Southwest Airlines,RNO,SAN,0
2022,NOV,16,Wednesday,Alaska Airlines,SEA,ANC,0
2023,APR,5,Wednesday,United Air Lines,PDX,DEN,0
2023,AUG,30,Wednesday,Southwest Airlines,BWI,ORD,1
2023,MAR,6,Monday,Southwest Airlines,BNA,PIT,0
2023,AUG,3,Thursday,SkyWest Airlines,DFW,AEX,1
2023,APR,7,Friday,Republic Airline,IND,BOS,0
2023,JUL,31,Monday,Delta Air Lines,EWR,DTW,0
2022,AUG,23,Tuesday,United Air Lines,SFO,EWR,0
2023,MAY,18,Thursday,Delta Air Lines,DTW,SAT,0
2023,AUG,27,Sunday,Republic Airline,STL,ORD,0
2022,OCT,25,Tuesday,Delta Air Lines,BWI,ATL,0
2023,APR,23,Sunday,SkyWest Airlines,PWM,ORD,0
2022,SEP,24,Saturday,Southwest Airlines,BUR,PHX,1
2023,FEB,2,Thursday,PSA Airlines,DCA,ALB,0
2022,SEP,3,Saturday,American Airlines,BZN,DFW,0
2023,FEB,27,Monday,Spirit Air Lines,IND,MCO,0
2022,DEC,4,Sunday,Spirit Air Lines,ATL,BWI,1
2022,OCT,17,Monday,Delta Air Lines,MIA,ATL,0
2022,SEP,26,Monday,Endeavor Air,ATL,ABY,0
2022,NOV,7,Monday,Frontier Airlines,MCO,ISP,0
2023,FEB,11,Saturday,SkyWest Airlines,PHX,SFO,0
2023,FEB,2,Thursday,Spirit Air Lines,MIA,DFW,1
2022,NOV,3,Thursday,Southwest Airlines,BUR,SMF,0
2023,MAY,21,Sunday,JetBlue Airways,LAX,SFO,1
2023,JUL,8,Saturday,Allegiant Air,FNT,SFB,0
2022,OCT,5,Wednesday,American Airlines,EWR,MIA,0
2022,OCT,28,Friday,Republic Airline,IND,EWR,0
2023,JUN,22,Thursday,Southwest Airlines,CLT,BWI,1
2022,OCT,3,Monday,Delta Air Lines,BNA,SLC,0
2022,AUG,7,Sunday,American Airlines,TPA,PHL,0
2023,AUG,20,Sunday,SkyWest Airlines,HPN,ORD,0
2023,JUN,14,Wednesday,Spirit Air Lines,MSY,LAX,0
2022,AUG,15,Monday,Alaska Airlines,SEA,IND,0
2022,AUG,3,Wednesday,Endeavor Air,PWM,LGA,0
2023,JUN,12,Monday,American Airlines,CLT,PHL,1
2023,MAR,21,Tuesday,American Airlines,LAX,AUS,0
2022,AUG,22,Monday,Alaska Airlines,ANC,SEA,0
2023,AUG,17,Thursday,Southwest Airlines,PHX,LAS,1
2023,APR,12,Wednesday,JetBlue Airways,RSW,EWR,1
2022,AUG,11,Thursday,Endeavor Air,GSO,DTW,0
2023,AUG,22,Tuesday,Southwest Airlines,ABQ,AUS,0
2023,JUL,17,Monday,Southwest Airlines,CHS,AUS,0
2023,JUN,3,Saturday,SkyWest Airlines,DEN,LBL,0
2023,JUN,9,Friday,United Air Lines,LIH,DEN,1
2023,APR,3,Monday,Envoy Air,AUS,RNO,0
2023,JUL,31,Monday,Southwest Airlines,AUS,FLL,1
2022,OCT,25,Tuesday,Southwest Airlines,DEN,LAX,0
2022,NOV,22,Tuesday,Alaska Airlines,EWR,LAX,1
2023,JUL,1,Saturday,Delta Air Lines,DEN,ATL,0
2023,AUG,13,Sunday,Southwest Airlines,STL,PHL,0
2023,MAR,5,Sunday,JetBlue Airways,JFK,SAV,1
2023,MAR,16,Thursday,Southwest Airlines,PDX,LAS,0
2023,MAY,19,Friday,Southwest Airlines,AUS,STL,0
2022,AUG,24,Wednesday,Alaska Airlines,MSP,SEA,0
2023,APR,28,Friday,Delta Air Lines,SLC,MIA,0
2023,JUN,2,Friday,Alaska Airlines,HNL,SEA,0
2023,JUL,25,Tuesday,Envoy Air,SGF,DFW,1
2023,JUL,3,Monday,Southwest Airlines,MDW,OMA,0
2022,SEP,27,Tuesday,Envoy Air,AVP,ORD,0
2023,JUL,3,Monday,Southwest Airlines,BWI,ATL,0
2023,MAY,20,Saturday,Republic Airline,EWR,DFW,0
2023,MAY,6,Saturday,Delta Air Lines,PHX,ATL,0
2023,FEB,20,Monday,Southwest Airlines,SLC,PHX,0
2022,SEP,15,Thursday,PSA Airlines,XNA,CLT,0
2022,AUG,2,Tuesday,United Air Lines,IAH,LAX,1
2022,NOV,21,Monday,SkyWest Airlines,ATL,BMI,0
2023,MAR,2,Thursday,United Air Lines,SLC,DEN,0
2022,DEC,18,Sunday,Delta Air Lines,MSP,MCI,0
2022,AUG,28,Sunday,SkyWest Airlines,SLC,PHX,0
2023,MAY,7,Sunday,Envoy Air,HHH,CLT,1
2023,AUG,23,Wednesday,Republic Airline,LGA,BOS,0
2023,APR,23,Sunday,Southwest Airlines,PHX,BOI,1
2023,AUG,1,Tuesday,Republic Airline,BOS,MEM,0
2023,AUG,18,Friday,Southwest Airlines,STL,MCI,0
2023,MAR,21,Tuesday,Delta Air Lines,MEM,ATL,1
2023,APR,8,Saturday,American Airlines,LAX,MIA,0
2023,MAY,10,Wednesday,American Airlines,MKE,CLT,0
2023,JAN,31,Tuesday,Southwest Airlines,DEN,ATL,0
2023,MAR,29,Wednesday,JetBlue Airways,JFK,FLL,0
2022,SEP,16,Friday,Horizon Air,BLI,SEA,0
2023,MAR,30,Thursday,Southwest Airlines,LAX,SFO,0
2023,AUG,17,Thursday,Endeavor Air,JFK,RDU,1
2023,APR,22,Saturday,Southwest Airlines,MDW,SAN,1
2022,AUG,29,Monday,JetBlue Airways,LGA,BOS,0
2022,OCT,31,Monday,American Airlines,TPA,CLT,0
2022,NOV,2,Wednesday,Delta Air Lines,MSP,DTW,0
2022,SEP,15,Thursday,JetBlue Airways,LGA,MSY,1
2022,OCT,28,Friday,Delta Air Lines,ATL,PDX,0
2023,MAY,17,Wednesday,Endeavor Air,AGS,ATL,0
2023,AUG,18,Friday,Southwest Airlines,SJC,LAS,0
2023,MAR,30,Thursday,American Airlines,RDU,DCA,0
2022,OCT,28,Friday,Delta Air Lines,MSP,BWI,0
2023,MAY,15,Monday,Delta Air Lines,BOS,ATL,0
2022,NOV,22,Tuesday,Southwest Airlines,OAK,SNA,0
2022,NOV,26,Saturday,American Airlines,ORD,EWR,1
2023,JUL,7,Friday,SkyWest Airlines,PHX,SFO,0
2022,NOV,6,Sunday,Southwest Airlines,LAX,OAK,0
2023,JUN,19,Monday,United Air Lines,DEN,MFR,0
2023,JUN,22,Thursday,SkyWest Airlines,SBN,ORD,0
2023,AUG,2,Wednesday,Delta Air Lines,ATL,BWI,1
2022,AUG,28,Sunday,Delta Air Lines,JFK,DEN,0
2023,MAR,12,Sunday,SkyWest Airlines,TYR,DFW,0
2022,OCT,24,Monday,American Airlines,CLT,MDT,0
2022,SEP,12,Monday,American Airlines,RSW,DFW,0
2022,NOV,16,Wednesday,PSA Airlines,DCA,MSY,0
2022,DEC,5,Monday,United Air Lines,ORD,DCA,0
2022,SEP,6,Tuesday,Southwest Airlines,FLL,HOU,0
2022,NOV,20,Sunday,Delta Air Lines,DTW,MSP,1
2022,DEC,1,Thursday,SkyWest Airlines,GSP,IAH,0
2023,JAN,3,Tuesday,JetBlue Airways,FLL,PVD,1
2023,AUG,27,Sunday,Delta Air Lines,CMH,ATL,0
2023,MAY,17,Wednesday,JetBlue Airways,SJU,JFK,1
2022,AUG,30,Tuesday,Delta Air Lines,MSY,LAX,0
2022,DEC,18,Sunday,United Air Lines,AUS,ORD,0
2023,APR,23,Sunday,Alaska Airlines,JFK,SFO,0
2022,SEP,1,Thursday,Allegiant Air,PIE,IAG,0
2023,FEB,14,Tuesday,American Airlines,DFW,AUS,0
2022,SEP,26,Monday,SkyWest Airlines,ABR,MSP,0
2023,JUN,24,Saturday,Southwest Airlines,SLC,BUR,0
2023,MAY,23,Tuesday,SkyWest Airlines,LAX,SMF,0
2023,MAY,14,Sunday,American Airlines,TPA,DCA,0
2022,DEC,1,Thursday,SkyWest Airlines,SFO,RNO,0
2022,OCT,20,Thursday,Southwest Airlines,HOU,BWI,0
2023,JAN,31,Tuesday,United Air Lines,SAT,EWR,0
2023,JAN,6,Friday,American Airlines,MIA,LAX,1
2023,JUN,1,Thursday,Republic Airline,DCA,BOS,0
2023,JUL,12,Wednesday,United Air Lines,ORF,ORD,0
2022,AUG,14,Sunday,PSA Airlines,ORF,CLT,0
2022,AUG,24,Wednesday,United Air Lines,IAH,EWR,1
2023,MAR,29,Wednesday,Delta Air Lines,ATL,DEN,0
2023,MAY,5,Friday,Delta Air Lines,MCO,JFK,0
2022,NOV,13,Sunday,Southwest Airlines,DEN,LAX,0
2023,MAR,18,Saturday,PSA Airlines,CLT,SBN,0
2022,DEC,18,Sunday,Southwest Airlines,SNA,DEN,1
2023,MAY,24,Wednesday,United Air Lines,MCO,EWR,0
2023,JAN,24,Tuesday,United Air Lines,IAH,ICT,1
2023,MAR,19,Sunday,Southwest Airlines,DEN,MSY,1
2023,MAY,4,Thursday,United Air Lines,IAH,LGA,0
2022,NOV,13,Sunday,Delta Air Lines,MSP,SLC,0
2023,APR,7,Friday,American Airlines,LAX,MCO,0
2022,SEP,11,Sunday,Delta Air Lines,EWR,ATL,1
2022,DEC,4,Sunday,Republic Airline,JFK,RDU,0
2023,APR,2,Sunday,Delta Air Lines,SLC,CLT,0
2022,SEP,26,Monday,Alaska Airlines,KOA,SEA,0
2023,MAY,24,Wednesday,Delta Air Lines,DTW,TVC,1
2023,JUL,8,Saturday,Envoy Air,TLH,MIA,0
2023,JUL,9,Sunday,Southwest Airlines,DEN,LIT,1
2022,DEC,16,Friday,Southwest Airlines,BWI,CMH,0
2023,JAN,13,Friday,United Air Lines,DEN,MSN,0
2023,JAN,13,Friday,JetBlue Airways,SFO,BOS,0
2022,DEC,27,Tuesday,Alaska Airlines,PDX,SAN,0
2023,MAY,23,Tuesday,Delta Air Lines,ATL,TPA,0
2022,AUG,5,Friday,United Air Lines,BWI,SFO,0
2023,MAY,10,Wednesday,Republic Airline,ORD,TVC,0
2023,FEB,26,Sunday,Republic Airline,STL,BOS,0
2022,NOV,25,Friday,JetBlue Airways,SAV,BOS,1
2023,JUN,21,Wednesday,SkyWest Airlines,ELP,LAX,0
2023,MAY,5,Friday,Allegiant Air,AUS,CVG,0
2023,FEB,2,Thursday,Spirit Air Lines,LAS,SEA,0
2023,APR,15,Saturday,Alaska Airlines,ATL,SEA,0
2023,MAR,14,Tuesday,Alaska Airlines,ANC,HNL,1
2022,OCT,4,Tuesday,United Air Lines,IAH,MSP,0
2023,APR,7,Friday,United Air Lines,LIH,SFO,0
2023,AUG,10,Thursday,American Airlines,PHX,GEG,0
2023,APR,10,Monday,Frontier Airlines,FLL,MDW,0
2022,NOV,21,Monday,Republic Airline,ORD,RIC,0
2023,MAR,3,Friday,Southwest Airlines,MIA,MDW,1
2022,AUG,26,Friday,American Airlines,DFW,SJU,0
2023,MAY,12,Friday,American Airlines,DFW,SAV,1
2022,OCT,17,Monday,Southwest Airlines,BWI,SRQ,1
2023,AUG,7,Monday,Southwest Airlines,COS,DAL,0
2023,MAY,1,Monday,American Airlines,CMH,CLT,0
2022,AUG,14,Sunday,Southwest Airlines,ORD,DEN,1
2022,OCT,1,Saturday,SkyWest Airlines,SEA,ONT,0
2023,JAN,18,Wednesday,SkyWest Airlines,SFO,SNA,0
2022,NOV,15,Tuesday,Republic Airline,DCA,GSO,0
2023,APR,6,Thursday,Endeavor Air,MSP,XNA,0
2023,AUG,30,Wednesday,Southwest Airlines,SMF,LAS,0
2023,AUG,3,Thursday,Allegiant Air,SFB,LIT,1
2023,APR,29,Saturday,Endeavor Air,EVV,ATL,0
2023,JAN,3,Tuesday,Southwest Airlines,HNL,LGB,1
2023,MAY,21,Sunday,Delta Air Lines,ATL,BDL,0
2022,OCT,17,Monday,Horizon Air,PUW,SEA,0
2023,AUG,25,Friday,JetBlue Airways,ACK,JFK,0
2022,AUG,28,Sunday,Endeavor Air,DTW,MEM,0
2022,DEC,5,Monday,Delta Air Lines,SLC,SJC,0
2023,MAR,12,Sunday,Southwest Airlines,MCO,BWI,1
2022,NOV,11,Friday,Frontier Airlines,SAN,PHX,1
2023,JAN,14,Saturday,Southwest Airlines,MSY,MDW,1
2023,MAY,1,Monday,Allegiant Air,XNA,VPS,0
2023,MAY,6,Saturday,Alaska Airlines,ANC,SEA,0
2023,JUL,11,Tuesday,SkyWest Airlines,GUC,DEN,0
2023,MAR,2,Thursday,Delta Air Lines,PHX,ATL,1
2022,NOV,27,Sunday,SkyWest Airlines,VCT,IAH,1
2023,FEB,24,Friday,Southwest Airlines,COS,LAS,1
2023,FEB,25,Saturday,Southwest Airlines,DEN,LAX,0
2023,MAR,16,Thursday,Delta Air Lines,BNA,BOS,0
2022,NOV,13,Sunday,Delta Air Lines,ATL,LGA,1
2022,NOV,6,Sunday,Delta Air Lines,DTW,TVC,0
2023,AUG,26,Saturday,Southwest Airlines,MIA,BWI,0
2022,DEC,16,Friday,Mesa Airlines,IAD,ORF,1
2022,NOV,29,Tuesday,Endeavor Air,JFK,RIC,0
2023,JUL,11,Tuesday,Hawaiian Airlines,ITO,HNL,0
2022,AUG,19,Friday,Republic Airline,BOS,PHL,0
2023,JAN,15,Sunday,Envoy Air,BNA,TPA,0
2023,FEB,5,Sunday,Hawaiian Airlines,HNL,OGG,0
2022,OCT,6,Thursday,Allegiant Air,PIE,CVG,0
2022,SEP,9,Friday,Delta Air Lines,ATL,GSO,0
2023,JAN,21,Saturday,Delta Air Lines,MCO,SLC,0
2023,JAN,21,Saturday,Southwest Airlines,OAK,OGG,1
2023,JUN,8,Thursday,Alaska Airlines,SEA,IAD,0
2023,MAR,3,Friday,United Air Lines,FLL,EWR,0
2022,SEP,17,Saturday,Southwest Airlines,SMF,DEN,0
2022,DEC,29,Thursday,American Airlines,ORD,MCO,0
2022,SEP,15,Thursday,Horizon Air,SEA,PSC,0
2023,FEB,24,Friday,Envoy Air,SBP,PHX,0
2022,SEP,10,Saturday,Spirit Air Lines,ATL,ORD,1
2022,NOV,3,Thursday,SkyWest Airlines,LAX,ABQ,0
2022,AUG,16,Tuesday,American Airlines,PHX,LAS,0
2023,MAY,19,Friday,Southwest Airlines,HOU,TPA,1
2022,DEC,31,Saturday,SkyWest Airlines,RDM,SFO,1
2023,AUG,25,Friday,PSA Airlines,CLT,BGR,0
2023,FEB,1,Wednesday,Delta Air Lines,SAT,SLC,0
2023,JAN,11,Wednesday,Republic Airline,CHS,DCA,1
2022,NOV,28,Monday,American Airlines,MIA,CLT,0
2022,DEC,13,Tuesday,Delta Air Lines,LGA,IAH,0
2022,NOV,28,Monday,Southwest Airlines,COS,LAS,0
2023,JUN,8,Thursday,Spirit Air Lines,ORD,ATL,0
